dealer_id,month,model_wise_cr,sales_advisor_cr,market_share,ssi,csat,monthly_sales,booking_pipeline,accessories_per_car,monthly_accessories_sales,cptv,tat_complaint_resolution,composite_score
D265,2023-06-01,21.3,16.6,16.2,73.0,4.2,73,49,5507.0,237894.0,6.1,8.9,30.7
D265,2023-07-01,21.8,17.0,16.6,73.0,4.2,75,52,5647.0,243953.0,6.2,9.1,31.0
D265,2023-08-01,18.7,14.6,14.3,69.0,4.1,64,35,4848.0,209452.0,5.3,8.3,27.7
D265,2023-09-01,19.7,15.4,15.0,71.0,4.1,68,40,5108.0,220645.0,5.6,8.5,28.8
D265,2023-10-01,27.7,21.6,21.1,74.0,4.3,95,68,5729.0,309740.0,6.3,9.2,36.7
D265,2023-11-01,25.3,19.7,19.3,72.0,4.2,87,56,5375.0,283048.0,5.9,8.8,34.0
D265,2023-12-01,20.8,16.2,15.8,72.0,4.2,71,46,5374.0,232160.0,5.9,8.8,30.1
D265,2024-01-01,22.9,17.9,17.5,75.0,4.3,79,58,5930.0,256175.0,6.5,9.3,32.7
D265,2024-02-01,22.5,17.6,17.1,74.0,4.3,77,56,5825.0,251628.0,6.4,9.2,32.1
D265,2024-03-01,22.6,17.6,17.2,75.0,4.3,78,56,5841.0,252334.0,6.4,9.3,32.5
D265,2024-04-01,19.7,15.4,15.0,75.0,4.3,68,50,5897.0,220764.0,6.5,9.3,29.9
D265,2024-05-01,18.7,14.6,14.2,72.0,4.2,64,42,5437.0,208888.0,6.0,8.9,28.2
D265,2024-06-01,21.4,16.7,16.3,73.0,4.2,73,50,5527.0,238750.0,6.1,9.0,30.7
D265,2024-07-01,20.4,15.9,15.6,72.0,4.2,70,44,5289.0,228481.0,5.8,8.7,29.9
D265,2024-08-01,20.0,15.6,15.2,71.0,4.1,69,42,5177.0,223633.0,5.7,8.6,29.0
D265,2024-09-01,19.5,15.2,14.9,70.0,4.1,67,39,5054.0,218322.0,5.6,8.5,28.4
D265,2024-10-01,28.1,22.0,21.4,74.0,4.3,97,70,5815.0,314687.0,6.4,9.2,37.0
D265,2024-11-01,27.2,21.2,20.7,72.0,4.2,94,61,5392.0,303515.0,5.9,8.8,35.7
D265,2024-12-01,20.0,15.6,15.2,71.0,4.1,69,42,5176.0,223608.0,5.7,8.6,29.0
D266,2023-01-01,18.5,14.4,22.6,90.0,2.7,70,38,2491.0,116565.0,1.0,2.9,36.1
D266,2023-02-01,20.1,15.7,24.6,93.0,2.8,76,48,2712.0,126934.0,1.0,3.1,39.0
D266,2023-03-01,19.2,15.0,23.5,91.0,2.7,73,43,2593.0,121333.0,1.0,3.0,37.2
D266,2023-04-01,18.0,14.1,22.1,92.0,2.7,68,40,2602.0,113975.0,1.0,3.0,36.3
D266,2023-05-01,19.6,15.3,24.0,95.0,2.8,74,51,2882.0,124052.0,1.1,3.2,39.1
D266,2023-06-01,18.9,14.8,23.2,91.0,2.7,72,41,2556.0,119627.0,1.0,3.0,36.9
D266,2023-07-01,20.7,16.2,25.3,94.0,2.8,79,52,2796.0,130863.0,1.1,3.2,39.9
D266,2023-08-01,22.1,17.3,27.1,97.0,2.8,84,61,2985.0,139717.0,1.1,3.3,42.2
D266,2023-09-01,18.5,14.4,22.6,90.0,2.7,70,38,2495.0,116752.0,1.0,2.9,36.1
D266,2023-10-01,23.9,18.7,29.3,91.0,2.7,91,51,2541.0,151248.0,1.0,3.0,41.7
D266,2023-11-01,25.4,19.8,31.0,95.0,2.8,96,66,2858.0,160234.0,1.1,3.2,44.8
D266,2023-12-01,21.1,16.5,25.8,95.0,2.8,80,54,2851.0,133418.0,1.1,3.2,40.6
D266,2024-01-01,21.3,16.6,26.0,95.0,2.8,81,55,2868.0,134239.0,1.1,3.2,40.8
D266,2024-02-01,20.7,16.1,25.3,94.0,2.8,78,51,2788.0,130457.0,1.1,3.1,39.8
D266,2024-03-01,21.8,17.0,26.7,96.0,2.8,83,59,2947.0,137936.0,1.1,3.3,41.6
D266,2024-04-01,17.4,13.6,21.3,91.0,2.7,66,38,2570.0,110012.0,1.0,3.0,35.4
D266,2024-05-01,15.5,12.1,19.0,89.0,2.7,59,30,2435.0,98019.0,0.9,2.9,33.0
D266,2024-06-01,18.0,14.1,22.1,89.0,2.7,68,35,2433.0,113857.0,0.9,2.9,35.4
D266,2024-07-01,18.5,14.4,22.6,90.0,2.7,70,38,2499.0,116936.0,1.0,3.0,36.1
D266,2024-08-01,20.1,15.7,24.6,93.0,2.8,76,48,2716.0,127098.0,1.0,3.1,39.0
D266,2024-09-01,18.0,14.1,22.0,89.0,2.7,68,35,2432.0,113822.0,0.9,2.9,35.4
D266,2024-10-01,26.7,20.9,32.7,96.0,2.8,102,72,2943.0,168931.0,1.1,3.3,46.5
D266,2024-11-01,25.7,20.0,31.4,96.0,2.8,98,69,2950.0,162318.0,1.1,3.3,45.5
D266,2024-12-01,18.9,14.8,23.2,91.0,2.7,72,41,2554.0,119530.0,1.0,3.0,36.9
D267,2023-01-01,27.1,21.1,7.8,92.0,2.5,49,30,2788.0,85306.0,3.1,7.8,30.4
D267,2023-02-01,24.7,19.3,7.1,89.0,2.5,44,24,2538.0,77675.0,2.9,7.5,28.3
D267,2023-03-01,24.3,19.0,7.0,89.0,2.5,44,23,2499.0,76477.0,3.0,7.6,27.9
D267,2023-04-01,11.4,8.9,6.9,93.0,2.6,20,28,2750.0,75834.0,3.4,8.3,22.1
D267,2023-05-01,23.9,18.7,6.9,92.0,2.6,43,27,2668.0,75245.0,3.4,8.3,28.2
D267,2023-06-01,24.0,18.7,6.9,90.0,2.5,43,25,2471.0,75627.0,3.2,8.2,27.5
D267,2023-07-01,27.4,21.3,7.9,96.0,2.6,49,35,2813.0,86089.0,3.8,9.0,30.8
D267,2023-08-01,22.5,17.5,6.5,89.0,2.5,40,22,2311.0,70711.0,3.2,8.2,26.1
D267,2023-09-01,24.7,19.3,7.1,93.0,2.6,45,29,2544.0,77848.0,3.6,8.9,28.5
D267,2023-10-01,25.9,20.2,7.4,89.0,2.5,47,24,2201.0,81518.0,3.2,8.4,28.1
D267,2023-11-01,31.2,24.4,9.0,94.0,2.6,56,38,2531.0,98282.0,3.8,9.3,32.4
D267,2023-12-01,23.7,18.5,6.8,93.0,2.6,43,28,2438.0,74589.0,3.8,9.3,27.4
D267,2024-01-01,22.2,17.3,6.4,92.0,2.5,40,25,2286.0,69937.0,3.7,9.2,25.8
D267,2024-02-01,22.2,17.3,6.4,92.0,2.6,40,25,2279.0,69740.0,3.8,9.4,26.0
D267,2024-03-01,19.5,15.2,5.6,89.0,2.5,35,18,2005.0,61358.0,3.4,8.9,23.6
D267,2024-04-01,18.7,14.6,5.4,93.0,2.6,34,22,2231.0,58722.0,3.9,9.7,23.9
D267,2024-05-01,17.0,13.2,4.9,90.0,2.5,30,17,1992.0,53346.0,3.6,9.3,21.9
D267,2024-06-01,23.3,18.2,6.7,97.0,2.7,42,31,2393.0,73225.0,4.5,10.6,27.3
D267,2024-07-01,21.8,17.0,6.3,95.0,2.6,39,28,2245.0,68696.0,4.4,10.5,25.5
D267,2024-08-01,21.6,16.9,6.2,96.0,2.6,39,28,2223.0,68022.0,4.5,10.7,25.4
D267,2024-09-01,18.8,14.6,5.4,91.0,2.5,34,20,1928.0,58999.0,4.0,10.0,22.5
D267,2024-10-01,22.6,17.7,6.5,93.0,2.6,41,26,1950.0,71204.0,4.2,10.4,25.5
D267,2024-11-01,10.6,8.3,5.6,89.0,2.5,19,18,1702.0,61480.0,3.8,9.8,18.0
D267,2024-12-01,11.4,8.9,5.5,95.0,2.6,20,24,1984.0,60724.0,4.6,11.0,19.2
D268,2023-01-01,33.5,26.2,14.8,100.0,4.1,156,115,10639.0,906441.0,3.0,10.4,54.8
D268,2023-02-01,30.4,23.7,13.4,97.0,3.9,142,92,9651.0,822240.0,2.7,9.8,50.2
D268,2023-03-01,30.2,23.6,13.3,97.0,3.9,141,90,9584.0,816526.0,2.7,9.8,50.0
D268,2023-04-01,25.9,20.2,11.4,96.0,3.9,120,75,9372.0,700386.0,2.6,9.6,45.9
D268,2023-05-01,31.1,24.3,13.7,100.0,4.0,145,105,10487.0,841394.0,2.9,10.3,52.3
D268,2023-06-01,27.8,21.7,12.3,94.0,3.8,129,72,8832.0,752473.0,2.5,9.3,46.5
D268,2023-07-01,29.3,22.9,12.9,96.0,3.9,137,84,9313.0,793435.0,2.6,9.6,48.9
D268,2023-08-01,31.0,24.2,13.7,98.0,4.0,144,96,9836.0,838039.0,2.7,9.9,51.5
D268,2023-09-01,27.6,21.5,12.2,93.0,3.8,128,70,8750.0,745487.0,2.4,9.2,46.1
D268,2023-10-01,37.9,29.5,16.7,98.0,4.0,176,118,9846.0,1023707.0,2.7,9.9,57.6
D268,2023-11-01,41.0,32.0,18.1,100.0,4.0,191,139,10492.0,1108794.0,2.9,10.3,61.2
D268,2023-12-01,31.1,24.3,13.7,98.0,4.0,145,97,9868.0,840726.0,2.8,9.9,51.5
D268,2024-01-01,31.7,24.7,14.0,99.0,4.0,147,101,10046.0,855885.0,2.8,10.0,52.4
D268,2024-02-01,30.6,23.9,13.5,97.0,3.9,142,93,9713.0,827530.0,2.7,9.8,50.4
D268,2024-03-01,29.0,22.6,12.8,95.0,3.9,135,81,9206.0,784372.0,2.6,9.5,48.3
D268,2024-04-01,31.0,24.1,13.6,100.0,4.1,144,109,10802.0,836934.0,3.0,10.5,52.6
D268,2024-05-01,27.9,21.7,12.3,99.0,4.0,130,91,10167.0,753701.0,2.8,10.1,49.1
D268,2024-06-01,32.0,24.9,14.1,99.0,4.0,149,104,10140.0,863950.0,2.8,10.1,52.7
D268,2024-07-01,32.5,25.3,14.3,100.0,4.0,151,107,10298.0,877420.0,2.9,10.2,53.3
D268,2024-08-01,30.0,23.4,13.2,96.0,3.9,139,88,9505.0,809790.0,2.7,9.7,49.5
D268,2024-09-01,26.8,20.9,11.8,92.0,3.8,125,65,8516.0,725577.0,2.4,9.1,45.0
D268,2024-10-01,38.1,29.7,16.8,95.0,3.9,177,104,9089.0,1030521.0,2.5,9.5,56.3
D268,2024-11-01,40.4,31.5,17.8,100.0,4.0,188,136,10415.0,1091592.0,2.9,10.3,60.5
D268,2024-12-01,33.1,25.8,14.6,100.0,4.0,154,112,10511.0,895500.0,2.9,10.3,54.1
D269,2023-01-01,47.3,36.9,5.7,78.0,4.1,109,78,7488.0,458242.0,3.1,3.0,50.1
D269,2023-02-01,43.1,33.7,5.2,76.0,4.0,99,62,6833.0,418181.0,2.8,2.8,46.4
D269,2023-03-01,39.1,30.5,4.7,73.0,3.9,90,47,6190.0,378846.0,2.5,2.7,42.6
D269,2023-04-01,44.5,34.7,5.4,78.0,4.1,103,73,7472.0,431408.0,3.1,3.0,48.3
D269,2023-05-01,43.0,33.5,5.2,78.0,4.1,99,70,7469.0,416308.0,3.1,3.0,47.3
D269,2023-06-01,45.4,35.4,5.5,77.0,4.0,105,71,7195.0,440315.0,3.0,2.9,48.2
D269,2023-07-01,45.9,35.8,5.5,77.0,4.1,106,73,7271.0,444961.0,3.0,2.9,48.9
D269,2023-08-01,48.4,37.7,5.8,79.0,4.1,111,82,7657.0,468624.0,3.2,3.0,51.0
D269,2023-09-01,43.1,33.6,5.2,75.0,4.0,99,62,6823.0,417577.0,2.8,2.8,46.1
D269,2023-10-01,59.1,46.1,7.1,78.0,4.1,136,97,7450.0,572522.0,3.1,3.0,57.5
D269,2023-11-01,54.4,42.4,6.6,77.0,4.0,125,84,7149.0,526884.0,2.9,2.9,53.9
D269,2023-12-01,42.5,33.1,5.1,75.0,4.0,98,60,6728.0,411763.0,2.8,2.8,45.7
D269,2024-01-01,39.3,30.7,4.7,73.0,3.9,91,48,6227.0,381093.0,2.6,2.7,42.6
D269,2024-02-01,40.4,31.5,4.9,74.0,3.9,93,52,6401.0,391740.0,2.6,2.7,43.7
D269,2024-03-01,40.0,31.2,4.8,73.0,3.9,92,50,6332.0,387521.0,2.6,2.7,43.1
D269,2024-04-01,36.2,28.3,4.4,73.0,3.9,83,46,6343.0,351260.0,2.6,2.7,40.8
D269,2024-05-01,42.1,32.8,5.1,78.0,4.1,97,68,7371.0,407940.0,3.0,2.9,46.9
D269,2024-06-01,45.5,35.5,5.5,77.0,4.0,105,71,7201.0,440688.0,3.0,2.9,48.2
D269,2024-07-01,46.7,36.4,5.6,78.0,4.1,108,76,7397.0,452683.0,3.0,2.9,49.8
D269,2024-08-01,44.0,34.3,5.3,76.0,4.0,101,65,6965.0,426268.0,2.9,2.8,46.9
D269,2024-09-01,46.6,36.3,5.6,78.0,4.1,107,75,7378.0,451562.0,3.0,2.9,49.7
D269,2024-10-01,54.2,42.3,6.5,74.0,3.9,125,73,6562.0,525419.0,2.7,2.7,52.4
D269,2024-11-01,64.3,50.2,7.8,79.0,4.1,148,110,7710.0,623484.0,3.2,3.0,61.2
D269,2024-12-01,46.5,36.3,5.6,78.0,4.1,107,75,7367.0,450857.0,3.0,2.9,49.6
D270,2023-01-01,53.1,41.4,15.0,84.0,3.2,171,108,2732.0,285178.0,5.4,1.3,51.2
D270,2023-02-01,55.6,43.4,15.8,85.0,3.2,179,121,2861.0,298660.0,5.6,1.3,53.3
D270,2023-03-01,48.8,38.0,13.8,81.0,3.1,157,85,2508.0,261822.0,4.9,1.2,47.2
D270,2023-04-01,43.5,34.0,12.3,82.0,3.1,140,79,2555.0,233723.0,5.0,1.2,43.8
D270,2023-05-01,52.5,41.0,14.9,86.0,3.2,169,117,2913.0,281906.0,5.7,1.3,51.3
D270,2023-06-01,55.6,43.4,15.7,85.0,3.2,179,121,2860.0,298598.0,5.6,1.3,53.3
D270,2023-07-01,53.5,41.7,15.2,84.0,3.2,172,110,2752.0,287303.0,5.4,1.3,51.6
D270,2023-08-01,53.3,41.6,15.1,84.0,3.2,171,109,2742.0,286218.0,5.4,1.3,51.4
D270,2023-09-01,54.2,42.3,15.4,85.0,3.2,174,114,2788.0,291083.0,5.5,1.3,52.3
D270,2023-10-01,70.0,56.6,20.5,85.0,3.2,233,157,2841.0,389598.0,5.6,1.3,64.6
D270,2023-11-01,66.1,51.6,18.7,82.0,3.1,213,125,2617.0,355044.0,5.2,1.2,59.5
D270,2023-12-01,53.7,41.9,15.2,84.0,3.2,173,111,2762.0,288326.0,5.4,1.3,51.7
D270,2024-01-01,55.7,43.4,15.8,85.0,3.2,179,121,2863.0,298945.0,5.6,1.3,53.3
D270,2024-02-01,51.6,40.2,14.6,83.0,3.1,166,100,2653.0,277013.0,5.2,1.2,49.6
D270,2024-03-01,54.2,42.3,15.4,85.0,3.2,174,114,2790.0,291227.0,5.5,1.3,52.3
D270,2024-04-01,45.3,35.3,12.8,81.0,3.1,146,78,2495.0,243281.0,4.9,1.2,44.7
D270,2024-05-01,51.5,40.2,14.6,85.0,3.2,165,111,2845.0,276523.0,5.6,1.3,50.3
D270,2024-06-01,52.8,41.2,15.0,84.0,3.2,170,107,2717.0,283700.0,5.3,1.3,51.1
D270,2024-07-01,54.8,42.7,15.5,85.0,3.2,176,117,2817.0,294134.0,5.5,1.3,52.7
D270,2024-08-01,55.4,43.2,15.7,85.0,3.2,178,120,2847.0,297243.0,5.6,1.3,53.1
D270,2024-09-01,57.6,45.0,16.3,87.0,3.2,185,132,2964.0,309404.0,5.8,1.3,55.2
D270,2024-10-01,70.0,58.4,21.2,86.0,3.2,241,169,2937.0,401738.0,5.8,1.3,66.0
D270,2024-11-01,63.1,49.2,17.9,85.0,3.2,203,134,2815.0,338928.0,5.5,1.3,58.6
D270,2024-12-01,53.1,41.4,15.0,84.0,3.2,171,108,2731.0,285101.0,5.4,1.3,51.2
D271,2023-01-01,37.8,29.5,9.9,84.0,3.2,28,16,6825.0,122847.0,1.6,4.1,40.7
D271,2023-02-01,42.2,32.9,11.1,88.0,3.3,31,21,7626.0,137263.0,1.8,4.4,44.7
D271,2023-03-01,39.5,30.8,10.4,85.0,3.2,29,18,7139.0,128508.0,1.7,4.2,42.0
D271,2023-04-01,33.1,25.8,8.7,83.0,3.2,24,13,6620.0,107563.0,1.6,4.0,37.7
D271,2023-05-01,35.8,27.9,9.4,85.0,3.2,26,16,7012.0,116379.0,1.7,4.1,39.8
D271,2023-06-01,38.6,30.1,10.1,85.0,3.2,28,17,6966.0,125393.0,1.7,4.1,41.4
D271,2023-07-01,41.0,31.9,10.7,87.0,3.3,30,20,7396.0,133134.0,1.8,4.3,43.7
D271,2023-08-01,42.7,33.3,11.2,88.0,3.3,31,22,7716.0,138888.0,1.9,4.4,45.0
D271,2023-09-01,35.6,27.8,9.3,82.0,3.1,26,13,6425.0,115657.0,1.6,3.9,38.4
D271,2023-10-01,42.1,32.8,11.0,83.0,3.2,31,17,6551.0,136751.0,1.6,4.0,42.7
D271,2023-11-01,57.5,44.9,15.1,89.0,3.3,42,31,7872.0,186939.0,1.9,4.4,53.8
D271,2023-12-01,41.5,32.4,10.9,87.0,3.3,30,21,7495.0,134905.0,1.8,4.3,44.1
D271,2024-01-01,35.8,27.9,9.4,82.0,3.2,26,14,6463.0,116338.0,1.6,3.9,38.9
D271,2024-02-01,42.6,33.2,11.2,88.0,3.3,31,22,7691.0,138432.0,1.9,4.4,44.9
D271,2024-03-01,43.7,34.1,11.5,89.0,3.3,32,23,7894.0,142091.0,1.9,4.4,45.9
D271,2024-04-01,40.6,31.6,10.6,88.0,3.3,30,21,7780.0,131859.0,1.9,4.4,43.8
D271,2024-05-01,35.6,27.8,9.3,86.0,3.2,26,17,7182.0,115683.0,1.7,4.2,40.0
D271,2024-06-01,40.1,31.3,10.5,86.0,3.3,29,19,7249.0,130477.0,1.8,4.2,42.9
D271,2024-07-01,39.9,31.1,10.5,86.0,3.3,29,19,7208.0,129749.0,1.7,4.2,42.9
D271,2024-08-01,40.3,31.4,10.6,86.0,3.3,30,19,7279.0,131015.0,1.8,4.2,43.0
D271,2024-09-01,36.1,28.2,9.5,82.0,3.2,26,14,6525.0,117455.0,1.6,4.0,39.1
D271,2024-10-01,46.4,36.2,12.2,82.0,3.1,34,17,6388.0,150975.0,1.5,3.9,44.6
D271,2024-11-01,41.2,32.1,10.8,82.0,3.1,30,16,6429.0,133810.0,1.6,3.9,41.5
D271,2024-12-01,44.0,34.3,11.5,89.0,3.4,32,24,7950.0,143108.0,1.9,4.5,46.4
D272,2023-01-01,53.4,41.7,10.0,96.0,2.7,146,91,6935.0,624139.0,3.7,1.8,55.0
D272,2023-02-01,52.4,40.9,9.8,96.0,2.7,143,86,6804.0,612357.0,3.7,1.8,54.1
D272,2023-03-01,50.3,39.2,9.4,94.0,2.7,137,77,6526.0,587381.0,3.5,1.7,52.2
D272,2023-04-01,53.2,41.5,10.0,100.0,2.8,145,107,7812.0,620984.0,4.2,1.9,56.4
D272,2023-05-01,47.6,37.1,8.9,94.0,2.7,130,72,6519.0,555718.0,3.5,1.7,50.3
D272,2023-06-01,57.0,44.4,10.7,99.0,2.8,155,106,7393.0,665384.0,4.0,1.9,58.5
D272,2023-07-01,61.0,47.6,11.4,100.0,2.8,166,124,7914.0,712257.0,4.3,2.0,61.6
D272,2023-08-01,51.0,39.8,9.6,95.0,2.7,139,80,6615.0,595390.0,3.6,1.8,52.9
D272,2023-09-01,59.3,46.3,11.1,100.0,2.8,162,117,7697.0,692748.0,4.1,1.9,60.6
D272,2023-10-01,64.9,50.6,12.2,97.0,2.7,177,111,6963.0,757861.0,3.7,1.8,63.0
D272,2023-11-01,65.4,51.0,12.2,93.0,2.6,178,95,6362.0,763357.0,3.4,1.7,61.5
D272,2023-12-01,54.2,42.2,10.1,97.0,2.7,148,94,7029.0,632567.0,3.8,1.8,55.7
D272,2024-01-01,54.9,42.8,10.3,97.0,2.7,150,97,7126.0,641357.0,3.8,1.8,56.3
D272,2024-02-01,60.1,46.9,11.3,100.0,2.8,164,120,7801.0,702110.0,4.2,1.9,61.1
D272,2024-03-01,55.8,43.5,10.5,98.0,2.7,152,101,7242.0,651820.0,3.9,1.9,57.1
D272,2024-04-01,49.5,38.6,9.3,96.0,2.7,135,82,6805.0,578496.0,3.7,1.8,52.2
D272,2024-05-01,43.7,34.1,8.2,93.0,2.6,119,62,6301.0,510042.0,3.4,1.7,47.0
D272,2024-06-01,61.3,47.8,11.5,100.0,2.8,167,126,7951.0,715612.0,4.3,2.0,61.9
D272,2024-07-01,51.3,40.0,9.6,95.0,2.7,140,81,6661.0,599480.0,3.6,1.8,53.1
D272,2024-08-01,60.5,47.2,11.3,100.0,2.8,165,122,7849.0,706394.0,4.2,2.0,61.4
D272,2024-09-01,53.5,41.8,10.0,96.0,2.7,146,91,6946.0,625142.0,3.7,1.8,55.0
D272,2024-10-01,63.6,49.6,11.9,97.0,2.7,174,109,6980.0,743141.0,3.8,1.8,62.0
D272,2024-11-01,70.0,57.6,13.8,100.0,2.8,201,150,7888.0,862422.0,4.2,2.0,69.6
D272,2024-12-01,58.4,45.6,10.9,100.0,2.8,159,113,7580.0,682159.0,4.1,1.9,59.8
D273,2023-01-01,24.7,19.3,4.6,67.0,3.6,163,89,6858.0,740650.0,3.9,9.2,34.1
D273,2023-02-01,24.4,19.1,4.6,66.0,3.5,161,86,6790.0,733300.0,3.9,9.2,33.1
D273,2023-03-01,25.1,19.6,4.7,67.0,3.6,165,93,6962.0,751882.0,4.0,9.3,34.4
D273,2023-04-01,25.0,19.5,4.7,69.0,3.7,165,108,7611.0,749719.0,4.4,9.8,35.3
D273,2023-05-01,24.0,18.7,4.5,68.0,3.6,158,98,7363.0,719378.0,4.2,9.6,33.7
D273,2023-06-01,29.4,22.9,5.5,71.0,3.7,193,139,8158.0,881011.0,4.7,10.2,39.9
D273,2023-07-01,28.8,22.5,5.4,71.0,3.7,190,134,8011.0,865164.0,4.6,10.1,39.4
D273,2023-08-01,24.3,19.0,4.6,66.0,3.5,160,85,6756.0,729624.0,3.9,9.1,33.0
D273,2023-09-01,25.3,19.7,4.7,67.0,3.6,167,95,7026.0,758829.0,4.0,9.3,34.7
D273,2023-10-01,31.8,24.8,6.0,67.0,3.6,209,120,7010.0,953253.0,4.0,9.3,40.6
D273,2023-11-01,28.3,22.1,5.3,66.0,3.5,187,97,6680.0,849970.0,3.8,9.1,36.7
D273,2023-12-01,30.4,23.7,5.7,72.0,3.8,200,150,8448.0,912416.0,4.8,10.4,41.6
D273,2024-01-01,25.5,19.9,4.8,67.0,3.6,168,98,7083.0,764922.0,4.1,9.4,34.8
D273,2024-02-01,26.8,20.9,5.0,69.0,3.6,176,111,7430.0,802423.0,4.2,9.7,36.6
D273,2024-03-01,28.1,21.9,5.3,70.0,3.7,185,125,7801.0,842552.0,4.5,9.9,38.4
D273,2024-04-01,25.6,20.0,4.8,71.0,3.7,169,121,8141.0,769015.0,4.7,10.2,36.4
D273,2024-05-01,25.9,20.2,4.8,70.0,3.7,170,118,7907.0,776414.0,4.5,10.0,36.4
D273,2024-06-01,25.0,19.5,4.7,67.0,3.6,165,92,6942.0,749683.0,4.0,9.3,34.3
D273,2024-07-01,28.7,22.4,5.4,71.0,3.7,189,132,7975.0,861327.0,4.6,10.1,39.2
D273,2024-08-01,24.3,19.0,4.6,66.0,3.5,160,85,6759.0,729921.0,3.9,9.1,33.0
D273,2024-09-01,26.1,20.3,4.9,68.0,3.6,172,104,7245.0,782507.0,4.1,9.5,35.7
D273,2024-10-01,30.4,23.7,5.7,67.0,3.5,200,109,6835.0,912487.0,3.9,9.2,38.9
D273,2024-11-01,33.1,25.8,6.2,68.0,3.6,218,133,7282.0,992353.0,4.2,9.5,42.1
D273,2024-12-01,24.9,19.4,4.7,67.0,3.6,164,91,6908.0,746074.0,4.0,9.2,34.2
D274,2023-01-01,33.2,25.9,24.0,89.0,4.6,58,43,3781.0,120249.0,3.4,7.7,45.7
D274,2023-02-01,30.0,23.4,21.7,85.0,4.4,52,34,3411.0,108467.0,3.1,7.2,41.7
D274,2023-03-01,30.9,24.1,22.3,86.0,4.4,54,37,3517.0,111829.0,3.2,7.3,42.6
D274,2023-04-01,29.6,23.1,21.4,89.0,4.6,52,39,3802.0,107192.0,3.4,7.7,43.0
D274,2023-05-01,29.2,22.7,21.1,87.0,4.5,51,36,3596.0,105568.0,3.2,7.4,42.0
D274,2023-06-01,28.9,22.6,20.9,84.0,4.4,51,31,3295.0,104782.0,3.0,7.1,40.7
D274,2023-07-01,28.6,22.3,20.6,84.0,4.3,50,30,3252.0,103420.0,2.9,7.0,40.2
D274,2023-08-01,30.4,23.7,22.0,86.0,4.4,53,35,3462.0,110098.0,3.1,7.3,42.3
D274,2023-09-01,27.0,21.0,19.5,82.0,4.3,47,25,3072.0,97690.0,2.8,6.8,38.5
D274,2023-10-01,37.3,29.1,27.0,85.0,4.4,65,43,3441.0,135022.0,3.1,7.2,47.2
D274,2023-11-01,39.7,30.9,28.7,86.0,4.4,70,46,3474.0,143616.0,3.1,7.3,49.2
D274,2023-12-01,29.2,22.8,21.1,84.0,4.4,51,32,3325.0,105736.0,3.0,7.1,41.0
D274,2024-01-01,26.6,20.7,19.2,81.0,4.3,46,24,3028.0,96299.0,2.7,6.7,38.1
D274,2024-02-01,31.5,24.6,22.8,87.0,4.5,55,38,3586.0,114035.0,3.2,7.4,43.7
D274,2024-03-01,31.9,24.9,23.1,87.0,4.5,56,39,3635.0,115584.0,3.3,7.5,43.9
D274,2024-04-01,26.0,20.3,18.8,83.0,4.3,45,26,3168.0,94230.0,2.9,6.9,38.0
D274,2024-05-01,26.8,20.9,19.3,85.0,4.4,47,30,3383.0,96866.0,3.1,7.2,39.3
D274,2024-06-01,31.9,24.9,23.0,87.0,4.5,56,39,3629.0,115401.0,3.3,7.5,43.9
D274,2024-07-01,30.0,23.4,21.7,85.0,4.4,53,34,3418.0,108681.0,3.1,7.2,41.8
D274,2024-08-01,32.1,25.1,23.2,88.0,4.5,56,40,3659.0,116366.0,3.3,7.5,44.3
D274,2024-09-01,27.0,21.1,19.5,82.0,4.3,47,25,3073.0,97731.0,2.8,6.8,38.5
D274,2024-10-01,32.9,25.6,23.8,83.0,4.3,58,34,3224.0,119001.0,2.9,7.0,43.1
D274,2024-11-01,39.6,30.9,28.6,87.0,4.5,69,49,3621.0,143347.0,3.3,7.5,49.6
D274,2024-12-01,29.0,22.6,21.0,84.0,4.4,51,31,3305.0,105097.0,3.0,7.1,40.8
D275,2023-01-01,43.4,33.8,26.0,75.0,4.8,108,64,2076.0,143262.0,3.9,8.6,48.4
D275,2023-02-01,49.4,38.5,29.7,79.0,5.0,123,88,2365.0,163205.0,4.5,9.3,54.2
D275,2023-03-01,43.3,33.8,26.0,75.0,4.8,108,63,2073.0,143038.0,3.9,8.6,48.4
D275,2023-04-01,37.3,29.1,22.4,73.0,4.7,93,49,1964.0,123179.0,3.7,8.3,43.2
D275,2023-05-01,42.0,32.8,25.2,76.0,4.9,105,67,2173.0,138755.0,4.1,8.8,47.9
D275,2023-06-01,45.0,35.1,27.0,76.0,4.9,112,70,2156.0,148742.0,4.1,8.8,50.1
D275,2023-07-01,45.2,35.3,27.2,76.0,4.9,113,71,2166.0,149445.0,4.1,8.8,50.3
D275,2023-08-01,48.3,37.7,29.0,78.0,5.0,120,84,2312.0,159556.0,4.4,9.1,53.3
D275,2023-09-01,45.2,35.2,27.1,76.0,4.9,113,71,2164.0,149296.0,4.1,8.8,50.3
D275,2023-10-01,56.5,44.1,33.9,75.0,4.8,141,84,2085.0,186704.0,4.0,8.6,58.1
D275,2023-11-01,61.8,48.2,37.1,77.0,4.9,154,100,2206.0,204250.0,4.2,8.9,62.8
D275,2023-12-01,46.9,36.6,28.1,77.0,4.9,117,78,2244.0,154849.0,4.3,9.0,51.6
D275,2024-01-01,48.1,37.5,28.9,78.0,5.0,120,83,2303.0,158909.0,4.4,9.1,53.1
